No,Date,Ticker,Reference,Open_price,Close_price,Highest_price,Lowest_price,Average,Change,Change_percent,Matched_volume,Matched_value,Negotiated_volume,Negotiated_value,Total_volume,Total_value,Market_cap
1105,28/03/2022,MSN,"146,400","145,000","145,600","145,900","143,000","143,990",-800,-0.55,0.63,90.71,0.00,0.00,0.63,90.71,"171,885.85"
1106,25/03/2022,MSN,"146,600","147,000","146,400","147,800","144,700","146,025",-200,-0.14,0.55,79.67,0.09,13.52,0.64,93.20,"172,830.28"
1107,24/03/2022,MSN,"147,000","148,400","146,600","150,000","146,600","147,672",-400,-0.27,0.76,112.28,0.00,0.00,0.76,112.28,"173,066.39"
1108,23/03/2022,MSN,"148,500","146,800","147,000","153,800","145,100","149,457","-1,500",-1.01,1.40,208.64,0.55,82.20,1.95,290.84,"173,538.60"
1109,22/03/2022,MSN,"145,000","145,500","148,500","151,000","143,000","147,644","3,500",2.41,0.97,143.13,0.02,2.97,0.99,146.10,"175,309.40"
1110,21/03/2022,MSN,"136,700","138,900","145,000","145,200","138,800","142,784","8,300",6.07,0.89,127.14,0.46,61.95,1.35,189.09,"171,177.53"
1111,18/03/2022,MSN,"138,000","139,000","136,700","142,700","136,700","137,876","-1,300",-0.94,2.55,350.99,0.00,0.00,2.55,350.99,"161,379.09"
1112,17/03/2022,MSN,"140,500","141,000","138,000","142,300","138,000","139,961","-2,500",-1.78,0.77,107.32,0.00,0.00,0.77,107.32,"162,913.79"
1113,16/03/2022,MSN,"141,100","142,700","140,500","142,700","140,000","140,691",-600,-0.43,0.50,70.89,0.13,18.56,0.64,89.45,"165,865.12"
1114,15/03/2022,MSN,"136,100","135,500","141,100","141,100","135,500","137,894","5,000",3.67,1.02,140.72,0.00,0.00,1.02,140.72,"166,573.45"
1115,14/03/2022,MSN,"142,500","142,200","136,100","142,200","134,100","137,621","-6,400",-4.49,1.65,227.02,2.00,284.00,3.65,511.02,"160,670.77"
1116,11/03/2022,MSN,"150,000","149,000","142,500","151,500","142,500","145,425","-7,500",-5.00,1.57,227.66,0.00,0.00,1.57,227.66,"168,226.19"
1117,10/03/2022,MSN,"155,500","155,700","150,000","158,300","150,000","152,541","-5,500",-3.54,1.25,189.93,0.00,0.00,1.25,189.93,"177,080.20"
1118,09/03/2022,MSN,"158,800","158,500","155,500","159,900","154,500","157,197","-3,300",-2.08,0.88,137.56,0.00,0.00,0.88,137.56,"183,573.14"
1119,08/03/2022,MSN,"158,200","158,000","158,800","160,100","157,500","158,685",600,0.38,0.63,100.65,1.48,236.06,2.12,336.72,"187,468.91"
1120,07/03/2022,MSN,"161,300","159,700","158,200","162,400","158,000","159,522","-3,100",-1.92,0.94,150.32,0.00,0.00,0.94,150.32,"186,760.59"
1121,04/03/2022,MSN,"159,100","159,500","161,300","162,800","158,000","161,348","2,200",1.38,1.20,193.28,0.00,0.00,1.20,193.28,"190,420.25"
1122,03/03/2022,MSN,"157,000","158,700","159,100","162,000","156,700","159,552","2,100",1.34,0.75,120.13,1.21,189.45,1.96,309.58,"187,823.07"
1123,02/03/2022,MSN,"156,500","155,000","157,000","158,000","155,000","156,523",500,0.32,0.82,128.80,0.10,15.65,0.92,144.45,"185,343.95"
1124,01/03/2022,MSN,"156,000","157,000","156,500","157,500","155,500","156,192",500,0.32,0.36,56.23,0.00,0.00,0.36,56.23,"184,753.68"
1125,28/02/2022,MSN,"158,000","158,000","156,000","159,900","156,000","157,501","-2,000",-1.27,0.43,67.24,0.00,0.00,0.43,67.24,"184,163.41"
1126,25/02/2022,MSN,"159,500","161,000","158,000","161,000","158,000","159,736","-1,500",-0.94,0.57,91.45,0.00,0.00,0.57,91.45,"186,524.48"
1127,24/02/2022,MSN,"157,200","156,500","159,500","163,000","155,600","158,444","2,300",1.46,0.99,156.70,0.00,0.00,0.99,156.70,"188,295.28"
1128,23/02/2022,MSN,"157,500","157,400","157,200","159,500","156,500","157,628",-300,-0.19,0.46,72.45,0.00,0.00,0.46,72.45,"185,580.05"
1129,22/02/2022,MSN,"160,300","156,300","157,500","159,800","156,300","158,000","-2,800",-1.75,0.56,88.34,0.00,0.00,0.56,88.34,"185,934.21"
1130,21/02/2022,MSN,"163,300","163,400","160,300","163,400","160,100","161,433","-3,000",-1.84,0.96,154.52,0.00,0.00,0.96,154.52,"189,239.71"
